risk_quantile_bin,count,risk_min,risk_max,event_fraction_observed,duration_median_hours
1,141,-3.582543995144521,-0.9054050525838192,0.0,66.8
2,141,-0.8944325392539981,-0.3109372903337521,0.0,95.4
3,140,-0.3092129827332848,0.2940567625158881,0.0,105.2
4,141,0.29628787243364296,1.6106824648453109,0.02127659574468085,184.6
5,141,1.625246253195133,6.0798301997877715,0.24822695035460993,195.6
