risk_quantile_bin,count,risk_min,risk_max,event_fraction_observed,duration_median_hours
1,259,-3.441182851791382,-2.633697509765625,0.0,95.8
2,259,-2.6330277919769287,-2.377016067504883,0.003861003861003861,129.4
3,259,-2.375638008117676,-1.7756401300430298,0.011583011583011582,101.0
4,259,-1.7619737386703491,-0.36775004863739014,0.03088803088803089,87.0
5,259,-0.36539506912231445,3.0753467082977295,0.37065637065637064,101.53333333333333
