risk_quantile_bin,count,risk_min,risk_max,event_fraction_observed,duration_median_hours
1,259,-3.081425428390503,-2.9116504192352295,0.0,75.4
2,259,-2.9114367961883545,-2.8051702976226807,0.0,122.6
3,259,-2.803766965866089,-2.511207103729248,0.011583011583011582,119.0
4,259,-2.5071604251861572,-1.0341159105300903,0.03088803088803089,102.2
5,259,-1.026352882385254,2.7136495113372803,0.3745173745173745,105.2
