risk_quantile_bin,count,risk_min,risk_max,event_fraction_observed,duration_median_hours
1,141,0.015570838935673237,0.017838388681411743,0.0,158.8
2,141,0.01785317435860634,0.02112736366689205,0.0070921985815602835,124.2
3,140,0.021134555339813232,0.0323646180331707,0.007142857142857143,77.4
4,141,0.032475076615810394,0.06058676168322563,0.014184397163120567,49.4
5,141,0.060963284224271774,0.8571799993515015,0.24113475177304963,99.8
