risk_quantile_bin,count,risk_min,risk_max,event_fraction_observed,duration_median_hours
1,259,0.02247447420327453,0.04324116337289895,0.019305019305019305,115.8
2,259,0.04324349683317651,0.04712587052551121,0.03474903474903475,113.0
3,259,0.04712743509557289,0.05211191826191619,0.015444015444015444,169.6
4,259,0.05212045280983837,0.062051449729021234,0.02702702702702703,70.1
5,259,0.062106555988017384,0.9973660406119794,0.3204633204633205,28.2
