risk_quantile_bin,count,risk_min,risk_max,event_fraction_observed,duration_median_hours
1,141,-2.770235300064087,-2.6102819442749023,0.0,90.4
2,141,-2.609856367111206,-2.4888851642608643,0.0,110.4
3,140,-2.488499164581299,-2.2181293964385986,0.0,103.9
4,141,-2.2153310775756836,-1.0910756587982178,0.02127659574468085,109.4
5,141,-1.0459603071212769,3.22450590133667,0.24822695035460993,195.6
