epoch,train_efron_loss,validation_efron_loss,learning_rate
0,7.017825126647949,6.087645053863525,0.0001
1,6.958563804626465,6.025104522705078,0.0001
2,6.897271156311035,5.962202548980713,0.0001
3,6.849089622497559,5.898768901824951,0.0001
4,6.78569221496582,5.835236072540283,0.0001
5,6.736584663391113,5.77220344543457,0.0001
6,6.683261394500732,5.71015739440918,0.0001
7,6.627294063568115,5.649665832519531,0.0001
8,6.57496976852417,5.5912556648254395,0.0001
9,6.533797740936279,5.535292148590088,0.0001
10,6.471264839172363,5.482041835784912,0.0001
11,6.439280986785889,5.431872367858887,0.0001
12,6.393444061279297,5.384952068328857,0.0001
13,6.350585460662842,5.341287612915039,0.0001
14,6.322030067443848,5.301017761230469,0.0001
15,6.286619663238525,5.264305591583252,0.0001
16,6.249164581298828,5.231232166290283,0.0001
17,6.210641384124756,5.201852798461914,0.0001
18,6.185369491577148,5.176084041595459,0.0001
19,6.149582386016846,5.153779029846191,0.0001
20,6.112494945526123,5.134383678436279,0.0001
21,6.106797695159912,5.117640495300293,0.0001
22,6.089451789855957,5.103471755981445,0.0001
23,6.06123685836792,5.091926574707031,0.0001
24,6.023895263671875,5.081716537475586,0.0001
25,6.0434675216674805,5.073853015899658,0.0001
26,6.010922431945801,5.066554069519043,0.0001
27,6.022197723388672,5.061789035797119,0.0001
28,5.973866939544678,5.056578636169434,0.0001
29,5.966076374053955,5.0512776374816895,0.0001
30,5.972692966461182,5.0459489822387695,0.0001
31,5.956203937530518,5.040126800537109,0.0001
32,5.938631534576416,5.032437801361084,0.0001
33,5.942559242248535,5.024816989898682,0.0001
34,5.9371843338012695,5.017012119293213,0.0001
35,5.909020900726318,5.008071422576904,0.0001
36,5.925869464874268,5.0016398429870605,0.0001
37,5.932966232299805,4.996700763702393,0.0001
38,5.913417339324951,4.991708278656006,0.0001
39,5.915813446044922,4.988639831542969,0.0001
40,5.8797197341918945,4.985071659088135,0.0001
41,5.878176689147949,4.9817094802856445,0.0001
42,5.879062175750732,4.97920560836792,0.0001
43,5.899090766906738,4.9727067947387695,0.0001
44,5.893311977386475,4.9687981605529785,0.0001
45,5.86372184753418,4.965043067932129,0.0001
46,5.863064289093018,4.962754249572754,0.0001
47,5.870829105377197,4.963147163391113,0.0001
48,5.869762897491455,4.966677665710449,0.0001
49,5.856337070465088,4.972373008728027,0.0001
50,5.892425537109375,4.981689453125,0.0001
51,5.874451637268066,4.9882731437683105,0.0001
52,5.879486083984375,4.989288806915283,0.0001
53,5.881191253662109,4.985323429107666,5e-05
54,5.89019775390625,4.981816291809082,5e-05
55,5.851805686950684,4.974145412445068,5e-05
56,5.858424186706543,4.966291427612305,5e-05
57,5.880556583404541,4.959530830383301,5e-05
58,5.848370552062988,4.954624652862549,5e-05
59,5.844945430755615,4.951453685760498,5e-05
60,5.830949783325195,4.949868202209473,5e-05
61,5.828417778015137,4.949717998504639,5e-05
62,5.839990139007568,4.951982021331787,5e-05
63,5.85209321975708,4.954975128173828,5e-05
64,5.833311557769775,4.958098411560059,5e-05
65,5.842474937438965,4.961085796356201,5e-05
66,5.82974910736084,4.9646124839782715,5e-05
67,5.819948673248291,4.966733455657959,2.5e-05
68,5.865111827850342,4.967180252075195,2.5e-05
69,5.834045886993408,4.967474937438965,2.5e-05
70,5.820398330688477,4.967040061950684,2.5e-05
71,5.823135852813721,4.967239856719971,2.5e-05
72,5.835353374481201,4.968053340911865,2.5e-05
73,5.831750392913818,4.969147682189941,2.5e-05
74,5.8289666175842285,4.971163749694824,1.25e-05
75,5.835794925689697,4.972588539123535,1.25e-05
76,5.829395294189453,4.974051475524902,1.25e-05
77,5.83105993270874,4.97523832321167,1.25e-05
78,5.811502933502197,4.976295471191406,1.25e-05
79,5.832693099975586,4.977459907531738,1.25e-05
80,5.831142425537109,4.978062629699707,1.25e-05
81,5.839869022369385,4.978608131408691,6.25e-06
82,5.83623743057251,4.978808403015137,6.25e-06
83,5.818467617034912,4.979308128356934,6.25e-06
84,5.824986457824707,4.979710578918457,6.25e-06
85,5.81264066696167,4.9802165031433105,6.25e-06
86,5.833162784576416,4.980739593505859,6.25e-06
