epoch,train_masked_bce,validation_masked_bce,learning_rate
0,0.7338646650314331,0.6469792723655701,0.0001
1,0.6511449813842773,0.5829855799674988,0.0001
2,0.5824858546257019,0.5291892886161804,0.0001
3,0.5238577127456665,0.4843493103981018,0.0001
4,0.4756227135658264,0.447013258934021,0.0001
5,0.4338626265525818,0.4158860445022583,0.0001
6,0.39978817105293274,0.38983893394470215,0.0001
7,0.37099483609199524,0.36790376901626587,0.0001
8,0.34657421708106995,0.34926140308380127,0.0001
9,0.3272560238838196,0.3332996666431427,0.0001
10,0.3105030059814453,0.31954577565193176,0.0001
11,0.29258957505226135,0.3076343238353729,0.0001
12,0.28069451451301575,0.2973234951496124,0.0001
13,0.27015605568885803,0.28839603066444397,0.0001
14,0.2606128752231598,0.28076326847076416,0.0001
15,0.2520066499710083,0.27431023120880127,0.0001
16,0.24406090378761292,0.26895177364349365,0.0001
17,0.23831504583358765,0.2645568549633026,0.0001
18,0.23232358694076538,0.26101091504096985,0.0001
19,0.22716575860977173,0.2581649422645569,0.0001
20,0.22237472236156464,0.2558978796005249,0.0001
21,0.2200060784816742,0.25409677624702454,0.0001
22,0.2153976559638977,0.2526949644088745,0.0001
23,0.21366316080093384,0.25161126255989075,0.0001
24,0.2100123018026352,0.2507915198802948,0.0001
25,0.20866920053958893,0.2501338720321655,0.0001
26,0.2078883796930313,0.24953985214233398,0.0001
27,0.20366951823234558,0.2489260882139206,0.0001
28,0.20475465059280396,0.24816952645778656,0.0001
29,0.20408429205417633,0.24736487865447998,0.0001
30,0.20106853544712067,0.24650834500789642,0.0001
31,0.20099219679832458,0.24571041762828827,0.0001
32,0.1984725296497345,0.2449817955493927,0.0001
33,0.1989104151725769,0.24437235295772552,0.0001
34,0.19747966527938843,0.24383588135242462,0.0001
35,0.19631344079971313,0.24331943690776825,0.0001
36,0.19660045206546783,0.2428073287010193,0.0001
37,0.19608977437019348,0.2423020452260971,0.0001
38,0.1947655975818634,0.2418004423379898,0.0001
39,0.19637393951416016,0.2413487285375595,0.0001
40,0.19713439047336578,0.2408941239118576,0.0001
41,0.19286957383155823,0.24039463698863983,0.0001
42,0.19396530091762543,0.2399173378944397,0.0001
43,0.1959926038980484,0.23949337005615234,0.0001
44,0.1940959244966507,0.2390897125005722,0.0001
45,0.19403401017189026,0.2387874275445938,0.0001
46,0.19348566234111786,0.23851944506168365,0.0001
47,0.19328027963638306,0.23826490342617035,0.0001
48,0.19027946889400482,0.23806625604629517,0.0001
49,0.19217602908611298,0.23791253566741943,0.0001
50,0.191229447722435,0.23780982196331024,0.0001
51,0.19081848859786987,0.23774933815002441,0.0001
52,0.19042374193668365,0.23770350217819214,0.0001
53,0.19106179475784302,0.23764421045780182,0.0001
54,0.1906038075685501,0.23760771751403809,0.0001
55,0.18898533284664154,0.23754331469535828,0.0001
56,0.1904829740524292,0.23742978274822235,0.0001
57,0.18966250121593475,0.23731550574302673,0.0001
58,0.18824675679206848,0.23717404901981354,0.0001
59,0.18865326046943665,0.23704828321933746,0.0001
60,0.18892675638198853,0.23692460358142853,0.0001
61,0.18822912871837616,0.2368140071630478,0.0001
62,0.18993937969207764,0.2366415560245514,0.0001
63,0.1877221316099167,0.23648808896541595,0.0001
64,0.18846264481544495,0.2363557070493698,0.0001
65,0.18882493674755096,0.23616759479045868,0.0001
66,0.1869789958000183,0.23594743013381958,0.0001
67,0.1848948746919632,0.23576858639717102,0.0001
68,0.18718360364437103,0.2356361597776413,0.0001
69,0.18672069907188416,0.23556627333164215,0.0001
70,0.18590103089809418,0.23552311956882477,0.0001
71,0.18445800244808197,0.2355244904756546,0.0001
72,0.1849367320537567,0.2355508804321289,0.0001
73,0.18498793244361877,0.23552441596984863,0.0001
74,0.18507759273052216,0.23537130653858185,0.0001
75,0.18389172852039337,0.2352374792098999,0.0001
76,0.18547309935092926,0.23513542115688324,0.0001
77,0.18419979512691498,0.23504018783569336,0.0001
78,0.1839253306388855,0.23495468497276306,0.0001
79,0.1851186901330948,0.23489736020565033,0.0001
80,0.18276694416999817,0.23484697937965393,0.0001
81,0.18347981572151184,0.23479199409484863,0.0001
82,0.18338264524936676,0.23468580842018127,0.0001
83,0.18360817432403564,0.23456460237503052,0.0001
84,0.18397587537765503,0.2345895618200302,0.0001
85,0.18348893523216248,0.23465752601623535,0.0001
86,0.18297742307186127,0.23479515314102173,0.0001
87,0.18149334192276,0.23494230210781097,0.0001
88,0.18182985484600067,0.23520272970199585,0.0001
89,0.18182893097400665,0.235309436917305,0.0001
90,0.18112607300281525,0.23537510633468628,5e-05
91,0.18006254732608795,0.23542682826519012,5e-05
92,0.17950782179832458,0.23550575971603394,5e-05
93,0.1807505339384079,0.23559719324111938,5e-05
94,0.18097883462905884,0.23567362129688263,5e-05
95,0.18061235547065735,0.23574906587600708,5e-05
96,0.18282897770404816,0.23580829799175262,5e-05
97,0.18028679490089417,0.23585133254528046,2.5e-05
98,0.17966759204864502,0.23583421111106873,2.5e-05
99,0.18017037212848663,0.23581860959529877,2.5e-05
