risk_quantile_bin,count,risk_min,risk_max,event_fraction_observed,duration_median_hours
1,259,-2.8178329467773438,-2.689487934112549,0.0,90.4
2,259,-2.6890618801116943,-2.617208480834961,0.0,113.0
3,259,-2.61690092086792,-2.347954511642456,0.011583011583011582,131.2
4,259,-2.345454692840576,-0.985753059387207,0.03861003861003861,97.8
5,259,-0.9852378964424133,2.5187489986419678,0.3667953667953668,92.6
