split_mode,primary,comparator,seed,metric,improvement_definition,bootstrap_replicates,mean_improvement,std_improvement,ci_lower_2.5,ci_upper_97.5
chronological,tim_sfsa,logistic,2346,24h_tss,primary_minus_comparator,1000,0.046115603336413645,0.1780925685084944,-0.09623805451659473,0.5851159238800057
chronological,tim_sfsa,logistic,2346,24h_hss2,primary_minus_comparator,998,-0.31086360533637214,0.13524388007487292,-0.5160955197226885,0.05467967817051888
chronological,tim_sfsa,logistic,2346,24h_bss,primary_minus_comparator,1000,-0.03488815286012932,0.04836562069762976,-0.11080874841936408,0.07138995231790123
chronological,tim_sfsa,logistic,2346,48h_tss,primary_minus_comparator,1000,-0.11092866934318023,0.016677031949878043,-0.14372101308864496,-0.07915719696969713
chronological,tim_sfsa,logistic,2346,48h_hss2,primary_minus_comparator,1000,-0.2776445502500324,0.07323454998552882,-0.38940524813447497,-0.09646402558006037
chronological,tim_sfsa,logistic,2346,48h_bss,primary_minus_comparator,1000,-0.020819447725491012,0.037934890723023924,-0.08899868209131401,0.06580635171587727
chronological,tim_sfsa,logistic,2347,harrell_c_index,primary_minus_comparator,999,0.011676675553691781,0.008217890026106062,0.0030880267773663373,0.03268389880081869
chronological,tim_sfsa,logistic,2347,uno_c_index,primary_minus_comparator,999,0.07084092285122112,0.0576352266449681,-0.002136588590072858,0.21197093839295333
chronological,tim_sfsa,logistic,2347,integrated_auc,primary_minus_comparator,995,-0.00024162218949708115,0.0023162527755479947,-0.0036622135809235676,0.004141265373314273
chronological,tim_sfsa,logistic,2347,integrated_brier_score,comparator_minus_primary,1000,0.00047717594277335324,0.0018015041816507782,-0.0033875338315361094,0.003815856595284356
chronological,tim_sfsa,logistic,2347,24h_tss,primary_minus_comparator,1000,0.1362598994743628,0.18247242443651074,0.0,0.6432875429159735
chronological,tim_sfsa,logistic,2347,24h_hss2,primary_minus_comparator,999,0.05763695930054924,0.0889120321269412,0.0,0.3659620975343393
chronological,tim_sfsa,logistic,2347,24h_bss,primary_minus_comparator,1000,-0.03595022535266921,0.05035481679258875,-0.10669382800810558,0.08068019272845325
chronological,tim_sfsa,logistic,2347,48h_tss,primary_minus_comparator,1000,-0.11281223369700516,0.01676143090934168,-0.14609293262188727,-0.08008646897250583
chronological,tim_sfsa,logistic,2347,48h_hss2,primary_minus_comparator,1000,-0.2818255940781442,0.07059563995459966,-0.38641881345948387,-0.09618538872582892
chronological,tim_sfsa,logistic,2347,48h_bss,primary_minus_comparator,1000,-0.026845330158452644,0.03968301523202713,-0.09417968700306875,0.06671867303056973
chronological,tim_sfsa,lstm_classifier,2345,harrell_c_index,primary_minus_comparator,997,0.013133670670211539,0.011670054990002168,-0.0014466064005649645,0.03964361701452584
chronological,tim_sfsa,lstm_classifier,2345,uno_c_index,primary_minus_comparator,997,0.027433354988934865,0.0359686231334375,-0.046927641647285044,0.09891265247821324
chronological,tim_sfsa,lstm_classifier,2345,integrated_auc,primary_minus_comparator,992,0.006264066281291114,0.005904399443237332,-0.004283596166511083,0.019584477372529798
chronological,tim_sfsa,lstm_classifier,2345,integrated_brier_score,comparator_minus_primary,1000,0.0015332115065991503,0.0017343424803578273,-0.0009352650459440393,0.005478889299065487
chronological,tim_sfsa,lstm_classifier,2345,24h_tss,primary_minus_comparator,1000,0.04488025924595874,0.00997820976918204,0.025221834737963945,0.06469273055464381
chronological,tim_sfsa,lstm_classifier,2345,24h_hss2,primary_minus_comparator,1000,0.07580434360304501,0.03439837008659452,0.011004432238622613,0.13965375947414196
chronological,tim_sfsa,lstm_classifier,2345,24h_bss,primary_minus_comparator,1000,0.046394587307485906,0.039435236446901605,-0.030762198342395054,0.10094712243604853
chronological,tim_sfsa,lstm_classifier,2345,48h_tss,primary_minus_comparator,1000,0.026737405821421086,0.008495562980199932,0.010457543941717029,0.044496099479302366
chronological,tim_sfsa,lstm_classifier,2345,48h_hss2,primary_minus_comparator,1000,0.032160284173169594,0.015190870521565878,0.005100610292761273,0.06307606108390366
chronological,tim_sfsa,lstm_classifier,2345,48h_bss,primary_minus_comparator,1000,0.02986353582307256,0.03141685999663826,-0.02795929485273855,0.08096632827938689
chronological,tim_sfsa,lstm_classifier,2346,harrell_c_index,primary_minus_comparator,998,0.0105841907096307,0.013562745607751503,-0.010954035960511496,0.03846255231159463
chronological,tim_sfsa,lstm_classifier,2346,uno_c_index,primary_minus_comparator,998,0.005441059891559813,0.046099159380320186,-0.0904775083849981,0.0975600718405263
chronological,tim_sfsa,lstm_classifier,2346,integrated_auc,primary_minus_comparator,986,0.007910515595438665,0.006600372171987009,-0.00465089869648698,0.020766704223546942
chronological,tim_sfsa,lstm_classifier,2346,integrated_brier_score,comparator_minus_primary,1000,0.0021463123849729637,0.002329369653568452,-0.0014453979527935708,0.007522832293157222
chronological,tim_sfsa,lstm_classifier,2346,24h_tss,primary_minus_comparator,1000,-0.008721380438967924,0.024568671602305133,-0.05367575561137684,0.03203049306063156
chronological,tim_sfsa,lstm_classifier,2346,24h_hss2,primary_minus_comparator,1000,-0.08475392475555693,0.04123376114502724,-0.16973029845803994,-0.010505380237360376
chronological,tim_sfsa,lstm_classifier,2346,24h_bss,primary_minus_comparator,1000,0.06486749081339727,0.03902734091036766,-0.021860627519081112,0.122126162278276
chronological,tim_sfsa,lstm_classifier,2346,48h_tss,primary_minus_comparator,1000,0.0604828601624943,0.021306807958850548,0.022624581396511172,0.09615690799491419
chronological,tim_sfsa,lstm_classifier,2346,48h_hss2,primary_minus_comparator,1000,0.05410840119400438,0.02453350342782406,0.007073098607023162,0.10071352124884606
chronological,tim_sfsa,lstm_classifier,2346,48h_bss,primary_minus_comparator,1000,0.028898354031725363,0.05094640854791352,-0.06989962360210976,0.10598382000813018
chronological,tim_sfsa,lstm_classifier,2347,harrell_c_index,primary_minus_comparator,999,0.01451499973162706,0.009580068152628442,-0.0002855516080845166,0.03932898900858148
chronological,tim_sfsa,lstm_classifier,2347,uno_c_index,primary_minus_comparator,999,0.013465793178695356,0.03839257124476755,-0.07261291763320048,0.08099568152210306
chronological,tim_sfsa,lstm_classifier,2347,integrated_auc,primary_minus_comparator,995,0.007431784204834451,0.005261237187987248,-0.0011146391081248096,0.01651864319733709
chronological,tim_sfsa,lstm_classifier,2347,integrated_brier_score,comparator_minus_primary,1000,0.0013075907900301732,0.0019513356447456345,-0.001959176004223995,0.0058233607041892465
chronological,tim_sfsa,lstm_classifier,2347,24h_tss,primary_minus_comparator,1000,0.10470911349594804,0.025363240860473497,0.05882091270671949,0.14526723687542634
chronological,tim_sfsa,lstm_classifier,2347,24h_hss2,primary_minus_comparator,999,0.35422445121459795,0.08472025696497941,0.19390464174453703,0.5264654097350029
chronological,tim_sfsa,lstm_classifier,2347,24h_bss,primary_minus_comparator,1000,0.06613754766384969,0.03811909099946499,-0.014367423497414766,0.12362955612419436
chronological,tim_sfsa,lstm_classifier,2347,48h_tss,primary_minus_comparator,1000,0.020090720828255904,0.008945759930203091,0.0020743679685160553,0.037038946162657446
