split_mode,experiment,feature_count,metric,mean,std,seeds
chronological,svm,24,12h_calibration_intercept,1.062829095765669,0.16065163987078457,3
chronological,svm,24,12h_calibration_slope,1.6863670018986001,0.07611848812294456,3
chronological,svm,24,12h_ece,0.03123266101014388,0.0018694500332481286,3
chronological,svm,24,12h_f1,0.6008447422220696,0.0,3
chronological,svm,24,12h_far,0.5447688374502825,0.0,3
chronological,svm,24,12h_fn_ipcw,3.1290516590531716,0.0,3
chronological,svm,24,12h_fp_ipcw,28.37580832228646,0.0,3
chronological,svm,24,12h_hss2,0.579036899490788,0.0,3
chronological,svm,24,12h_km_reference_brier,0.03719403170926477,0.0,3
chronological,svm,24,12h_known_count,628.0,0.0,3
chronological,svm,24,12h_observed_survival_km,0.9613497134749082,0.0,3
chronological,svm,24,12h_precision,0.45523116254971757,0.0,3
chronological,svm,24,12h_predicted_survival_mean,0.9433472635143554,0.001432159779367761,3
chronological,svm,24,12h_recall,0.8834228598121197,0.0,3
chronological,svm,24,12h_threshold,0.05503787618413462,0.0019706265341152586,3
chronological,svm,24,12h_tn_ipcw,628.6332920629616,0.0,3
chronological,svm,24,12h_tp_ipcw,23.711988136658636,0.0,3
chronological,svm,24,12h_tss,0.8402334910413556,0.0,3
chronological,svm,24,144h_alert_fraction,0.1772151898734177,0.0,3
chronological,svm,24,144h_auc,0.9553589229856362,0.0,3
chronological,svm,24,144h_average_precision,0.931251309122534,0.0,3
chronological,svm,24,144h_brier,0.012648287970270502,3.890124312701441e-05,3
chronological,svm,24,144h_bss,0.7835462253486892,0.0006657281153988536,3
chronological,svm,24,144h_calibration_intercept,0.7808205936979112,0.017834712134619447,3
chronological,svm,24,144h_calibration_slope,2.6122942569429064,0.010326496075821989,3
chronological,svm,24,144h_ece,0.0770790326093325,0.0003695687050925683,3
chronological,svm,24,144h_f1,0.5443024580363228,0.0,3
chronological,svm,24,144h_far,0.6140611416347935,0.0,3
chronological,svm,24,144h_fn_ipcw,2.7939011434807735,0.0,3
chronological,svm,24,144h_fp_ipcw,53.33737424959161,0.0,3
chronological,svm,24,144h_hss2,0.5046674896115683,0.0,3
chronological,svm,24,144h_km_reference_brier,0.05843412983047235,0.0,3
chronological,svm,24,144h_known_count,316.0,0.0,3
chronological,svm,24,144h_observed_survival_km,0.9473444532866776,0.0,3
chronological,svm,24,144h_precision,0.3859388583652065,0.0,3
chronological,svm,24,144h_predicted_survival_mean,0.8579175361238804,0.00016504868729713684,3
chronological,svm,24,144h_recall,0.9230681334401547,0.0,3
chronological,svm,24,144h_threshold,0.1115560560979284,0.00021878962701886087,3
chronological,svm,24,144h_tn_ipcw,550.4417022557855,0.0,3
chronological,svm,24,144h_tp_ipcw,33.52266399935765,0.0,3
chronological,svm,24,144h_tss,0.8347289108253136,0.0,3
chronological,svm,24,24h_alert_fraction,0.05602716468590832,0.0,3
chronological,svm,24,24h_auc,0.9638075543694887,0.001499291848140656,3
chronological,svm,24,24h_average_precision,0.8548022005705546,0.0008067390909725255,3
chronological,svm,24,24h_brier,0.01323522242699838,0.0001070648851214488,3
chronological,svm,24,24h_bss,0.6732736785262938,0.002643016864104912,3
chronological,svm,24,24h_calibration_intercept,-0.3475270741746854,0.051234806351287326,3
chronological,svm,24,24h_calibration_slope,1.4338757645292917,0.020195143103640966,3
chronological,svm,24,24h_ece,0.02897485087767976,0.001164619809906444,3
chronological,svm,24,24h_f1,0.7820026779581325,0.0,3
chronological,svm,24,24h_far,0.2989738545058538,0.0,3
chronological,svm,24,24h_fn_ipcw,3.2455583425523042,0.0,3
chronological,svm,24,24h_fp_ipcw,10.561669411961708,0.0,3
chronological,svm,24,24h_hss2,0.7716237570343861,0.0,3
chronological,svm,24,24h_km_reference_brier,0.040508589474213846,0.0,3
chronological,svm,24,24h_known_count,589.0,0.0,3
chronological,svm,24,24h_observed_survival_km,0.9596542113347408,0.0,3
chronological,svm,24,24h_precision,0.7010261454941462,0.0,3
chronological,svm,24,24h_predicted_survival_mean,0.9337674474729386,0.0011826933677812983,3
chronological,svm,24,24h_recall,0.8841297721581262,0.0,3
chronological,svm,24,24h_threshold,0.09694405087394735,0.0020187976710666403,3
chronological,svm,24,24h_tn_ipcw,648.9559094238693,0.0,3
chronological,svm,24,24h_tp_ipcw,24.76472870876398,0.0,3
chronological,svm,24,24h_tss,0.8681155372826814,0.0,3
chronological,svm,24,48h_alert_fraction,0.07736943907156674,0.0,3
chronological,svm,24,48h_auc,0.9696958063746616,0.00044542777761541697,3
chronological,svm,24,48h_average_precision,0.8953802791614031,3.4029116541865e-05,3
chronological,svm,24,48h_brier,0.012719118089447576,8.78267554294893e-05,3
chronological,svm,24,48h_bss,0.736369781928122,0.0018203924614578137,3
chronological,svm,24,48h_calibration_intercept,-0.2016543404159479,0.005839579263905061,3
chronological,svm,24,48h_calibration_slope,1.51900316914287,0.012183296905510925,3
chronological,svm,24,48h_ece,0.03478189792317399,0.0011613111938991332,3
chronological,svm,24,48h_f1,0.8140759440766573,0.0,3
chronological,svm,24,48h_far,0.2957107665626903,0.0,3
chronological,svm,24,48h_fn_ipcw,1.169247255604473,0.0,3
chronological,svm,24,48h_fp_ipcw,13.303686794847705,0.0,3
chronological,svm,24,48h_hss2,0.8030684462840041,0.0,3
chronological,svm,24,48h_km_reference_brier,0.048246055336417265,0.0,3
chronological,svm,24,48h_known_count,517.0,0.0,3
chronological,svm,24,48h_observed_survival_km,0.9525778467901921,0.0,3
chronological,svm,24,48h_precision,0.7042892334373098,0.0,3
chronological,svm,24,48h_predicted_survival_mean,0.925874179639344,0.0009665662418169386,3
chronological,svm,24,48h_recall,0.9644112524789921,0.0,3
chronological,svm,24,48h_threshold,0.08133462803885076,0.0008922163552705805,3
chronological,svm,24,48h_tn_ipcw,633.2554914347506,0.0,3
chronological,svm,24,48h_tp_ipcw,31.68516142832763,0.0,3
chronological,svm,24,48h_tss,0.9438351207917494,0.0,3
chronological,svm,24,72h_alert_fraction,0.1470378301213419,0.008654072557446199,3
chronological,svm,24,72h_auc,0.9911743119340576,0.00014137963046819633,3
chronological,svm,24,72h_average_precision,0.922110799043581,0.00012369803127488315,3
chronological,svm,24,72h_brier,0.01048029065366631,2.620320997043227e-05,3
chronological,svm,24,72h_bss,0.7938305749167317,0.000515472415171048,3
chronological,svm,24,72h_calibration_intercept,-0.38749374363714445,0.014867799546752002,3
chronological,svm,24,72h_calibration_slope,1.6501375649281627,0.00588359891592614,3
chronological,svm,24,72h_ece,0.04136421185108688,0.0002767757377501448,3
chronological,svm,24,72h_f1,0.5173215717460292,0.025352592343769523,3
chronological,svm,24,72h_far,0.6462563265376425,0.023595179319794,3
chronological,svm,24,72h_fn_ipcw,1.169247255604473,0.0,3
chronological,svm,24,72h_fp_ipcw,58.15592047887041,6.078474682865285,3
chronological,svm,24,72h_hss2,0.48106105209507294,0.027963092022784724,3
chronological,svm,24,72h_km_reference_brier,0.05083338933226156,0.0,3
chronological,svm,24,72h_known_count,467.0,0.0,3
chronological,svm,24,72h_observed_survival_km,0.9525778467901921,0.0,3
chronological,svm,24,72h_precision,0.3537436734623574,0.02359517931979396,3
chronological,svm,24,72h_predicted_survival_mean,0.9133483454977238,0.000392486018563625,3
chronological,svm,24,72h_recall,0.9644112524789921,0.0,3
chronological,svm,24,72h_threshold,0.05961251265688964,0.00042038843092706525,3
chronological,svm,24,72h_tn_ipcw,597.6022173345996,6.078474682865239,3
chronological,svm,24,72h_tp_ipcw,31.68516142832763,0.0,3
chronological,svm,24,72h_tss,0.8757262371884721,0.009269385055796815,3
chronological,svm,24,event_censored_c_index,0.9503198945473251,0.00010038898531377793,3
chronological,svm,24,event_censored_fraction,0.9672092914781473,0.0,3
chronological,svm,24,event_censored_pairs,20736.0,0.0,3
chronological,svm,24,event_event_c_index,0.7287814129919393,0.0008212663857604633,3
chronological,svm,24,event_event_fraction,0.0327907085218527,0.0,3
chronological,svm,24,event_event_pairs,703.0,0.0,3
chronological,svm,24,harrell_c_index,0.9430554907722687,0.00010771962669709105,3
chronological,svm,24,integrated_auc,0.9719567660580063,0.00010245840522518419,3
chronological,svm,24,integrated_brier_score,0.012074164005821628,4.0303911722649536e-05,3
chronological,svm,24,uno_c_index,0.8469301602595901,0.001608920411577795,3
chronological,tim_sfsa,24,12h_alert_fraction,0.15021231422505307,0.024479517107431428,3
chronological,tim_sfsa,24,12h_auc,0.9959858804582927,0.0002585154984572521,3
chronological,tim_sfsa,24,12h_average_precision,0.9040940101962184,0.01235500600525762,3
chronological,tim_sfsa,24,12h_brier,0.012793788861998815,9.146899703099894e-05,3
chronological,tim_sfsa,24,12h_bss,0.6560257580569849,0.002459238561336567,3
chronological,tim_sfsa,24,12h_calibration_intercept,1.3060655171384035,0.014677915627477514,3
chronological,tim_sfsa,24,12h_calibration_slope,1.8555065650976286,0.06077784202643514,3
chronological,tim_sfsa,24,12h_ece,0.01973714281107296,0.0003380349400190411,3
chronological,tim_sfsa,24,12h_f1,0.42304543352662954,0.0516471090064523,3
chronological,tim_sfsa,24,12h_far,0.7308407957714488,0.040847465578182,3
chronological,tim_sfsa,24,12h_fn_ipcw,0.0,0.0,3
chronological,tim_sfsa,24,12h_fp_ipcw,74.57744494959901,16.777891597881396,3
chronological,tim_sfsa,24,12h_hss2,0.38489718055922956,0.05644974333068766,3
chronological,tim_sfsa,24,12h_km_reference_brier,0.03719403170926477,0.0,3
chronological,tim_sfsa,24,12h_known_count,628.0,0.0,3
chronological,tim_sfsa,24,12h_observed_survival_km,0.9613497134749082,0.0,3
chronological,tim_sfsa,24,12h_precision,0.2691592042285514,0.04084746557818198,3
chronological,tim_sfsa,24,12h_predicted_survival_mean,0.9646584711337329,0.0002530636078072782,3
chronological,tim_sfsa,24,12h_recall,1.0,0.0,3
chronological,tim_sfsa,24,12h_threshold,0.03747400957436305,0.004414984631594795,3
chronological,tim_sfsa,24,12h_tn_ipcw,582.431655435649,16.777891597881418,3
chronological,tim_sfsa,24,12h_tp_ipcw,26.841039795711808,0.0,3
chronological,tim_sfsa,24,12h_tss,0.8864894795127354,0.02553677199911443,3
chronological,tim_sfsa,24,144h_alert_fraction,0.25949367088607594,0.11423130156822812,3
chronological,tim_sfsa,24,144h_auc,0.9864965502596732,0.0017797611885419804,3
chronological,tim_sfsa,24,144h_average_precision,0.9445743824248044,0.007243033843453906,3
chronological,tim_sfsa,24,144h_brier,0.012729691601502474,0.00039671816454913507,3
chronological,tim_sfsa,24,144h_bss,0.7821531416924743,0.006789151574603444,3
chronological,tim_sfsa,24,144h_calibration_intercept,0.4212185771464629,0.30249435100129307,3
chronological,tim_sfsa,24,144h_calibration_slope,2.553443581001565,0.18426643124435374,3
chronological,tim_sfsa,24,144h_ece,0.05977549806815155,0.0018092606454226529,3
chronological,tim_sfsa,24,144h_f1,0.457160127319338,0.24174204411589897,3
chronological,tim_sfsa,24,144h_far,0.6693201154396012,0.243254823123441,3
chronological,tim_sfsa,24,144h_fn_ipcw,1.71079855156324,0.937994359505354,3
chronological,tim_sfsa,24,144h_fp_ipcw,107.38591348917778,75.80164813547478,3
chronological,tim_sfsa,24,144h_hss2,0.4030496752082709,0.27195855435203925,3
chronological,tim_sfsa,24,144h_km_reference_brier,0.05843412983047235,0.0,3
chronological,tim_sfsa,24,144h_known_count,316.0,0.0,3
chronological,tim_sfsa,24,144h_observed_survival_km,0.9473444532866776,0.0,3
chronological,tim_sfsa,24,144h_precision,0.3306798845603987,0.24325482312344102,3
chronological,tim_sfsa,24,144h_predicted_survival_mean,0.9149549312891057,0.0008458514561293112,3
chronological,tim_sfsa,24,144h_recall,0.9528920605559911,0.02582827852292978,3
chronological,tim_sfsa,24,144h_threshold,0.12694279390381036,0.07810101016899795,3
chronological,tim_sfsa,24,144h_tn_ipcw,496.39316301619937,75.80164813547468,3
chronological,tim_sfsa,24,144h_tp_ipcw,34.605766591275184,0.9379943595053575,3
chronological,tim_sfsa,24,144h_tss,0.7750357590247777,0.10026437694312146,3
chronological,tim_sfsa,24,24h_alert_fraction,0.11601584606677985,0.047608889152344326,3
chronological,tim_sfsa,24,24h_auc,0.9869912248753469,0.0007722279330969946,3
chronological,tim_sfsa,24,24h_average_precision,0.8678720103056023,0.012606939905152655,3
chronological,tim_sfsa,24,24h_brier,0.01289319259855967,0.00011275143332986803,3
chronological,tim_sfsa,24,24h_bss,0.68171706875237,0.002783395689490549,3
chronological,tim_sfsa,24,24h_calibration_intercept,0.05110027181231979,0.019546332124231274,3
chronological,tim_sfsa,24,24h_calibration_slope,1.5094780522620777,0.026178040018215696,3
chronological,tim_sfsa,24,24h_ece,0.01381419209104618,0.0005875692956191843,3
chronological,tim_sfsa,24,24h_f1,0.5585690645228718,0.2145445897666497,3
chronological,tim_sfsa,24,24h_far,0.5806176421912851,0.23943408080784964,3
chronological,tim_sfsa,24,24h_fn_ipcw,1.169247255604473,0.0,3
chronological,tim_sfsa,24,24h_fp_ipcw,49.6789635303384,32.90738734971096,3
chronological,tim_sfsa,24,24h_hss2,0.5300317715118071,0.23095348881412253,3
chronological,tim_sfsa,24,24h_km_reference_brier,0.040508589474213846,0.0,3
chronological,tim_sfsa,24,24h_known_count,589.0,0.0,3
chronological,tim_sfsa,24,24h_observed_survival_km,0.9596542113347408,0.0,3
chronological,tim_sfsa,24,24h_precision,0.41938235780871497,0.23943408080784964,3
chronological,tim_sfsa,24,24h_predicted_survival_mean,0.950594152782851,0.00037055515366688944,3
chronological,tim_sfsa,24,24h_recall,0.95825650578081,0.0,3
chronological,tim_sfsa,24,24h_threshold,0.08161930098034857,0.03162493957164666,3
chronological,tim_sfsa,24,24h_tn_ipcw,609.8386153054927,32.90738734971097,3
chronological,tim_sfsa,24,24h_tp_ipcw,26.841039795711808,0.0,3
chronological,tim_sfsa,24,24h_tss,0.8829302898851991,0.04989614895147829,3
chronological,tim_sfsa,24,48h_alert_fraction,0.21212121212121213,0.0040264332678261825,3
chronological,tim_sfsa,24,48h_auc,0.9892566270265917,0.0006846752019810668,3
chronological,tim_sfsa,24,48h_average_precision,0.9079469103006103,0.002972028333157851,3
chronological,tim_sfsa,24,48h_brier,0.012638477715432951,0.00041444935542342957,3
chronological,tim_sfsa,24,48h_bss,0.7380412216645382,0.008590326246021525,3
chronological,tim_sfsa,24,48h_calibration_intercept,0.12296601813446721,0.0536325777984716,3
chronological,tim_sfsa,24,48h_calibration_slope,1.6340791030429964,0.019307907560442705,3
chronological,tim_sfsa,24,48h_ece,0.022820933873555393,0.0010298811783147168,3
chronological,tim_sfsa,24,48h_f1,0.37168253421767905,0.005994610703574217,3
chronological,tim_sfsa,24,48h_far,0.7697874470429177,0.004591535985403353,3
chronological,tim_sfsa,24,48h_fn_ipcw,1.169247255604473,0.0,3
chronological,tim_sfsa,24,48h_fp_ipcw,105.98603813228668,2.7693832468381214,3
chronological,tim_sfsa,24,48h_hss2,0.3184690901833392,0.0067254242224767296,3
chronological,tim_sfsa,24,48h_km_reference_brier,0.048246055336417265,0.0,3
chronological,tim_sfsa,24,48h_known_count,517.0,0.0,3
chronological,tim_sfsa,24,48h_observed_survival_km,0.9525778467901921,0.0,3
chronological,tim_sfsa,24,48h_precision,0.2302125529570825,0.004591535985403393,3
chronological,tim_sfsa,24,48h_predicted_survival_mean,0.9392933217940129,0.00047929532895140233,3
chronological,tim_sfsa,24,48h_recall,0.9644112524789921,0.0,3
chronological,tim_sfsa,24,48h_threshold,0.05444416116483216,0.007563847137981346,3
chronological,tim_sfsa,24,48h_tn_ipcw,540.5731400973117,2.769383246838085,3
chronological,tim_sfsa,24,48h_tp_ipcw,31.68516142832763,0.0,3
chronological,tim_sfsa,24,48h_tss,0.8004880700372912,0.004283263373387183,3
chronological,tim_sfsa,24,72h_alert_fraction,0.23411848679514632,0.017958237866394163,3
chronological,tim_sfsa,24,72h_auc,0.9895250078599142,0.0006867806944212499,3
chronological,tim_sfsa,24,72h_average_precision,0.9181879147669795,0.0032805761886338268,3
chronological,tim_sfsa,24,72h_brier,0.011943933800098108,0.0005253959018624622,3
chronological,tim_sfsa,24,72h_bss,0.7650376267057634,0.01033564569988283,3
chronological,tim_sfsa,24,72h_calibration_intercept,-0.22017682776065506,0.03249940726450188,3
chronological,tim_sfsa,24,72h_calibration_slope,1.6392710756174544,0.02775753261145493,3
chronological,tim_sfsa,24,72h_ece,0.027444180744526498,0.0013601942081182682,3
chronological,tim_sfsa,24,72h_f1,0.3457112564873858,0.022829323443783238,3
chronological,tim_sfsa,24,72h_far,0.7892354940441528,0.016809607944109035,3
chronological,tim_sfsa,24,72h_fn_ipcw,1.169247255604473,0.0,3
chronological,tim_sfsa,24,72h_fp_ipcw,119.31990581009622,12.613563555788117,3
chronological,tim_sfsa,24,72h_hss2,0.2900926043636271,0.025656917513031143,3
chronological,tim_sfsa,24,72h_km_reference_brier,0.05083338933226156,0.0,3
chronological,tim_sfsa,24,72h_known_count,467.0,0.0,3
chronological,tim_sfsa,24,72h_observed_survival_km,0.9525778467901921,0.0,3
chronological,tim_sfsa,24,72h_precision,0.2107645059558472,0.01680960794410904,3
chronological,tim_sfsa,24,72h_predicted_survival_mean,0.9305619700264952,0.0005916315060279996,3
chronological,tim_sfsa,24,72h_recall,0.9644112524789921,0.0,3
chronological,tim_sfsa,24,72h_threshold,0.06280672673355185,0.01751872958639268,3
chronological,tim_sfsa,24,72h_tn_ipcw,536.4382320033737,12.613563555788176,3
chronological,tim_sfsa,24,72h_tp_ipcw,31.68516142832763,0.0,3
chronological,tim_sfsa,24,72h_tss,0.7824540659346496,0.019235085054142394,3
chronological,tim_sfsa,24,event_censored_c_index,0.9794560185185185,0.0009645061728395243,3
chronological,tim_sfsa,24,event_censored_fraction,0.9672092914781473,0.0,3
chronological,tim_sfsa,24,event_censored_pairs,20736.0,0.0,3
chronological,tim_sfsa,24,event_event_c_index,0.7434803224276908,0.012907214403808657,3
chronological,tim_sfsa,24,event_event_fraction,0.0327907085218527,0.0,3
chronological,tim_sfsa,24,event_event_pairs,703.0,0.0,3
chronological,tim_sfsa,24,harrell_c_index,0.9717182082497628,0.001337578942674766,3
chronological,tim_sfsa,24,integrated_auc,0.9885984285285478,0.000313800493282404,3
chronological,tim_sfsa,24,integrated_brier_score,0.012452586251327696,0.00039301022082330583,3
chronological,tim_sfsa,24,uno_c_index,0.8725170627394121,0.0010813585221128052,3
official,balanced22,24,12h_alert_fraction,0.12754370879908283,0.04431610384003741,3
official,balanced22,24,12h_auc,0.981656523825118,0.0015558420376518757,3
official,balanced22,24,12h_average_precision,0.7215562540473431,0.03640890728380886,3
official,balanced22,24,12h_brier,0.02283883399479633,0.0008348443539785628,3
official,balanced22,24,12h_bss,0.4758957710875917,0.01915795948705194,3
official,balanced22,24,12h_calibration_intercept,0.8961037197951575,0.05176893534019935,3
official,balanced22,24,12h_calibration_slope,1.6587447724671707,0.005856881863288575,3
official,balanced22,24,12h_ece,0.021622952265833818,0.001525799790161615,3
official,balanced22,24,12h_f1,0.5370337334414832,0.11973507322547709,3
official,balanced22,24,12h_far,0.6164441471993206,0.12580231194214,3
official,balanced22,24,12h_fn_ipcw,2.7870346994538555,2.140065540223091,3
official,balanced22,24,12h_fp_ipcw,102.27611148338481,53.93229886884639,3
official,balanced22,24,12h_hss2,0.5032049797104406,0.13187481792306163,3
official,balanced22,24,12h_km_reference_brier,0.043576893172928975,0.0,3
official,balanced22,24,12h_known_count,1163.0,0.0,3
official,balanced22,24,12h_observed_survival_km,0.9541362661402012,0.0,3
official,balanced22,24,12h_precision,0.38355585280067944,0.12580231194214006,3
official,balanced22,24,12h_predicted_survival_mean,0.9567376172363189,0.0005357879805427066,3
official,balanced22,24,12h_recall,0.952699102357974,0.03632068918451424,3
official,balanced22,24,12h_threshold,0.05758744699730415,0.014123898223118748,3
official,balanced22,24,12h_tn_ipcw,1101.1002640551642,53.93229886884642,3
official,balanced22,24,12h_tp_ipcw,56.13435661422,2.140065540223089,3
official,balanced22,24,12h_tss,0.8677081439492939,0.015725525155279585,3
official,balanced22,24,144h_alert_fraction,0.14833333333333334,0.007264831572567782,3
official,balanced22,24,144h_auc,0.9454339962918707,0.0025989231618021385,3
official,balanced22,24,144h_average_precision,0.8057794480198027,0.00815204657080754,3
official,balanced22,24,144h_brier,0.03300393509174101,0.0013469631526551683,3
official,balanced22,24,144h_bss,0.5954869732650572,0.016509065972479548,3
official,balanced22,24,144h_calibration_intercept,-0.3190975962046502,0.04206920719968918,3
official,balanced22,24,144h_calibration_slope,1.3228046661798518,0.030953504801766327,3
official,balanced22,24,144h_ece,0.042404699758947235,0.00041567117529251217,3
official,balanced22,24,144h_f1,0.7520478019276652,0.02687625640628509,3
official,balanced22,24,144h_far,0.25016807195767243,0.05436092150350604,3
official,balanced22,24,144h_fn_ipcw,27.288492636337523,0.6031667607690184,3
official,balanced22,24,144h_fp_ipcw,28.60719540529337,8.671095283203337,3
official,balanced22,24,144h_hss2,0.7262602292244239,0.03081661955881195,3
official,balanced22,24,144h_km_reference_brier,0.08158930098774504,0.0,3
official,balanced22,24,144h_known_count,600.0,0.0,3
official,balanced22,24,144h_observed_survival_km,0.9112654249610479,0.0,3
official,balanced22,24,144h_precision,0.7498319280423277,0.054360921503506,3
official,balanced22,24,144h_predicted_survival_mean,0.8937441371845916,0.0005920473233333811,3
official,balanced22,24,144h_recall,0.7557750988131106,0.005398185400386468,3
official,balanced22,24,144h_threshold,0.21490416266740583,0.01608784887956249,3
official,balanced22,24,144h_tn_ipcw,1054.890330570193,8.671095283203552,3
official,balanced22,24,144h_tp_ipcw,84.44660277662126,0.603166760769019,3
official,balanced22,24,144h_tss,0.7293724585490841,0.0070700361450542655,3
official,balanced22,24,24h_alert_fraction,0.09231722428748451,0.0005365708821464901,3
official,balanced22,24,24h_auc,0.9758221034467952,0.0014475083634353449,3
official,balanced22,24,24h_average_precision,0.729010408285649,0.025953138939137286,3
official,balanced22,24,24h_brier,0.024371380207514944,0.0007810782383058903,3
official,balanced22,24,24h_bss,0.5245160071928471,0.01523878402791252,3
official,balanced22,24,24h_calibration_intercept,0.23435475819881224,0.05272588105262676,3
official,balanced22,24,24h_calibration_slope,1.4830125027822,0.012411668163366179,3
official,balanced22,24,24h_ece,0.019983663440273792,0.002168269035664836,3
official,balanced22,24,24h_f1,0.7003291981860653,0.006197557455541068,3
official,balanced22,24,24h_far,0.42703359456861695,0.005189541711658717,3
official,balanced22,24,24h_fn_ipcw,6.876363704635279,0.6031667607690194,3
official,balanced22,24,24h_fp_ipcw,46.38864981098887,0.675189061908856,3
official,balanced22,24,24h_hss2,0.6786132216327245,0.006643977046915976,3
official,balanced22,24,24h_km_reference_brier,0.051255942526333385,0.0,3
official,balanced22,24,24h_known_count,1076.0,0.0,3
official,balanced22,24,24h_observed_survival_km,0.946025556578541,0.0,3
official,balanced22,24,24h_precision,0.5729664054313831,0.005189541711658709,3
official,balanced22,24,24h_predicted_survival_mean,0.9401966502538516,0.0005622551780592899,3
official,balanced22,24,24h_recall,0.9005106717649464,0.008726800736582958,3
official,balanced22,24,24h_threshold,0.10499309757537585,0.0025840740159327313,3
official,balanced22,24,24h_tn_ipcw,1134.7677277293158,0.6751890619088857,3
official,balanced22,24,24h_tp_ipcw,62.24023228231491,0.6031667607690159,3
official,balanced22,24,24h_tss,0.861236744372207,0.009026203623132716,3
official,balanced22,24,48h_alert_fraction,0.10223642172523961,0.003689139100253201,3
official,balanced22,24,48h_auc,0.9701014959520423,0.0017019399768857882,3
official,balanced22,24,48h_average_precision,0.7868823575579528,0.017168921818157348,3
official,balanced22,24,48h_brier,0.024798599797872165,0.0010657551016728494,3
official,balanced22,24,48h_bss,0.5980274906972619,0.017275340382661035,3
official,balanced22,24,48h_calibration_intercept,0.09818491628454949,0.0352958757336143,3
official,balanced22,24,48h_calibration_slope,1.4538207452829262,0.014189315729012778,3
official,balanced22,24,48h_ece,0.02681234590731499,0.0017785940918559296,3
official,balanced22,24,48h_f1,0.7575900783343124,0.015596105583422434,3
official,balanced22,24,48h_far,0.33055997897064987,0.024956529932910643,3
official,balanced22,24,48h_fn_ipcw,10.64066926653045,0.6031667607690192,3
official,balanced22,24,48h_fp_ipcw,36.2329850613506,4.261198219023667,3
official,balanced22,24,48h_hss2,0.7372269069703398,0.017279909930511133,3
official,balanced22,24,48h_km_reference_brier,0.061692278013956325,0.0,3
official,balanced22,24,48h_known_count,939.0,0.0,3
official,balanced22,24,48h_observed_survival_km,0.9341837307990893,0.0,3
official,balanced22,24,48h_precision,0.6694400210293502,0.024956529932910664,3
official,balanced22,24,48h_predicted_survival_mean,0.9247322358269915,0.00048337244431029844,3
official,balanced22,24,48h_recall,0.8730171640830241,0.0071980271066427095,3
official,balanced22,24,48h_threshold,0.13316212849497108,0.010582410756018361,3
official,balanced22,24,48h_tn_ipcw,1105.1060443711929,4.261198219023572,3
official,balanced22,24,48h_tp_ipcw,73.15545317546291,0.6031667607690087,3
official,balanced22,24,48h_tss,0.8412711323369925,0.00681497630603136,3
official,balanced22,24,72h_alert_fraction,0.10901960784313725,0.004454045761411987,3
official,balanced22,24,72h_auc,0.9651150311067287,0.0020412736514143553,3
official,balanced22,24,72h_average_precision,0.799933347941708,0.013429811912069807,3
official,balanced22,24,72h_brier,0.026406611408387144,0.001235840003388287,3
official,balanced22,24,72h_bss,0.6088881945537975,0.01830418933700499,3
official,balanced22,24,72h_calibration_intercept,-0.1041946377953793,0.031896351717798234,3
official,balanced22,24,72h_calibration_slope,1.4046396371888015,0.02239102041992027,3
official,balanced22,24,72h_ece,0.026058943962914725,0.0016089531536112808,3
official,balanced22,24,72h_f1,0.7593712745414744,0.01794402394466028,3
official,balanced22,24,72h_far,0.3027174337044192,0.03162043849174488,3
official,balanced22,24,72h_fn_ipcw,15.077849216101084,0.6031667607690192,3
official,balanced22,24,72h_fp_ipcw,33.13618616343904,5.217596182194295,3
official,balanced22,24,72h_hss2,0.738537389200104,0.020013285683764266,3
official,balanced22,24,72h_km_reference_brier,0.06751678430739513,0.0,3
official,balanced22,24,72h_known_count,850.0,0.0,3
official,balanced22,24,72h_observed_survival_km,0.9283200097187064,0.0,3
official,balanced22,24,72h_precision,0.6972825662955807,0.031620438491744875,3
official,balanced22,24,72h_predicted_survival_mean,0.9140927370790309,0.0004419884000373428,3
official,balanced22,24,72h_recall,0.8343489390950952,0.006626622430821677,3
official,balanced22,24,72h_threshold,0.15935325949068188,0.012160291837831877,3
official,balanced22,24,72h_tn_ipcw,1122.1117587164583,5.21759618219432,3
official,balanced22,24,72h_tp_ipcw,75.94389935426763,0.6031667607690087,3
official,balanced22,24,72h_tss,0.8056657578695411,0.0058635814848103365,3
official,balanced22,24,event_censored_c_index,0.9612759157858141,0.0008321590619840539,3
official,balanced22,24,event_censored_fraction,0.9452370344389568,0.0,3
official,balanced22,24,event_censored_pairs,99714.0,0.0,3
official,balanced22,24,event_event_c_index,0.6902082972707865,0.009495826704596689,3
official,balanced22,24,event_event_fraction,0.054762965561043125,0.0,3
official,balanced22,24,event_event_pairs,5777.0,0.0,3
official,balanced22,24,harrell_c_index,0.9464319569256436,0.0010144278028037404,3
official,balanced22,24,integrated_auc,0.9628660474808513,0.0016587973155911232,3
official,balanced22,24,integrated_brier_score,0.0274738125284715,0.001153527306052709,3
official,balanced22,24,uno_c_index,0.8324406960559205,0.006152825591348922,3
official,bc_history,26,12h_alert_fraction,0.09802235597592433,0.013011819389872357,3
official,bc_history,26,12h_auc,0.981928825040388,0.00018986764252039356,3
official,bc_history,26,12h_average_precision,0.7145913660974174,0.01357233222086902,3
official,bc_history,26,12h_brier,0.022179721590084023,0.00022083336926201005,3
official,bc_history,26,12h_bss,0.4910210440641829,0.005067671262971041,3
official,bc_history,26,12h_calibration_intercept,0.6258484124453751,0.018507202357162314,3
