risk_quantile_bin,count,risk_min,risk_max,event_fraction_observed,duration_median_hours
1,259,-2.354647159576416,-2.2391881942749023,0.0,105.8
2,259,-2.239154815673828,-2.1586921215057373,0.003861003861003861,123.2
3,259,-2.158642292022705,-1.896578073501587,0.015444015444015444,83.0
4,259,-1.8952398300170898,-0.44967126846313477,0.02702702702702703,90.4
5,259,-0.40925657749176025,2.691800594329834,0.37065637065637064,98.2
