risk_quantile_bin,count,risk_min,risk_max,event_fraction_observed,duration_median_hours
1,141,0.0006568403272971103,0.005134072184753931,0.0,99.4
2,141,0.005139751730504484,0.013788537077820953,0.0,137.0
3,140,0.014049283585252158,0.032062207468897895,0.014285714285714285,141.0
4,141,0.03212635473982095,0.0865002389878178,0.014184397163120567,112.2
5,141,0.08659682535012828,0.9406371451871156,0.24113475177304963,81.2
