risk_quantile_bin,count,risk_min,risk_max,event_fraction_observed,duration_median_hours
1,141,0.023274534255490902,0.04338106714117877,0.014184397163120567,116.4
2,171,0.04345435877811016,0.04933301255509165,0.005847953216374269,128.8
3,110,0.049338462959375884,0.05253924859264656,0.00909090909090909,144.1
4,141,0.05253962484685981,0.05942776328746263,0.0070921985815602835,114.4
5,141,0.05955328461370905,0.9999877787035484,0.23404255319148937,29.6
