risk_quantile_bin,count,risk_min,risk_max,event_fraction_observed,duration_median_hours
1,259,0.000557488948528843,0.004934112127980424,0.0,101.0
2,259,0.004991339155670018,0.014711045320363486,0.007722007722007722,143.0
3,259,0.014745614333633144,0.03728803079130459,0.023166023166023165,146.4
4,259,0.037588198564694045,0.1043711708973577,0.04247104247104247,57.6
5,259,0.10448933741016382,0.9584997557022638,0.3436293436293436,55.2
