risk_quantile_bin,count,risk_min,risk_max,event_fraction_observed,duration_median_hours
1,259,-2.8141720294952393,-2.6720497608184814,0.0,73.8
2,259,-2.6718385219573975,-2.5964643955230713,0.003861003861003861,126.4
3,259,-2.5957281589508057,-2.354753255844116,0.007722007722007722,147.8
4,259,-2.3533806800842285,-0.8790181279182434,0.03861003861003861,97.8
5,259,-0.8386519551277161,2.810800790786743,0.3667953667953668,100.8
