depth,mean_ibs,std_ibs,mean_uno_c_index,std_uno_c_index,selected
1,0.06894102875770963,0.00036091941853537223,0.8439913098550096,0.0027907752107507212,False
2,0.06913884207755208,0.0005267874404747802,0.8517905960933012,0.0029547156945432863,True
3,0.06880040135786954,0.0019721201611226135,0.8492638607088973,0.005628579113677453,False
7,0.07139307561937346,0.0005079751468231233,0.8292964761282114,0.003808368746541799,False
