risk_quantile_bin,count,risk_min,risk_max,event_fraction_observed,duration_median_hours
1,141,0.01521938107907772,0.017396261915564537,0.0,175.0
2,141,0.017415042966604233,0.021852608770132065,0.0070921985815602835,101.0
3,140,0.021895892918109894,0.033701587468385696,0.007142857142857143,69.0
4,141,0.03375454246997833,0.06484134495258331,0.0,42.2
5,141,0.06525008380413055,0.8626312017440796,0.2553191489361702,105.2
