risk_quantile_bin,count,risk_min,risk_max,event_fraction_observed,duration_median_hours
1,141,0.022786160274073347,0.04255719599477596,0.014184397163120567,117.2
2,175,0.04264770266471303,0.048889461274199346,0.005714285714285714,129.6
3,106,0.048896275993170125,0.05215326075809851,0.009433962264150943,133.5
4,141,0.052172075881713534,0.05888133970122187,0.0070921985815602835,127.2
5,141,0.059178365633533035,0.9999929772605949,0.23404255319148937,29.6
