risk_quantile_bin,count,risk_min,risk_max,event_fraction_observed,duration_median_hours
1,259,0.017608508467674255,0.020160621032118797,0.007722007722007722,181.6
2,259,0.02016410417854786,0.025033334270119667,0.007722007722007722,105.4
3,259,0.025175374001264572,0.03910056874155998,0.015444015444015444,50.2
4,259,0.03910587728023529,0.0693613737821579,0.02702702702702703,46.6
5,259,0.06976614892482758,0.8589614033699036,0.3590733590733591,72.6
