risk_quantile_bin,count,risk_min,risk_max,event_fraction_observed,duration_median_hours
1,259,-2.518073558807373,-2.392143964767456,0.0,96.4
2,259,-2.3919434547424316,-2.30228328704834,0.003861003861003861,115.8
3,259,-2.3021240234375,-2.0220015048980713,0.011583011583011582,93.8
4,259,-2.020454168319702,-0.45808926224708557,0.03088803088803089,90.6
5,259,-0.42040690779685974,3.0607187747955322,0.37065637065637064,100.8
