epoch,train_efron_loss,validation_efron_loss,learning_rate
0,7.432036876678467,6.042324542999268,0.0001
1,7.364798545837402,5.976499557495117,0.0001
2,7.307164669036865,5.908602714538574,0.0001
3,7.242103576660156,5.838768482208252,0.0001
4,7.180147647857666,5.767902374267578,0.0001
5,7.113250255584717,5.697297096252441,0.0001
6,7.052725791931152,5.628253936767578,0.0001
7,6.989834308624268,5.561609268188477,0.0001
8,6.912545680999756,5.498011112213135,0.0001
9,6.862483978271484,5.4377875328063965,0.0001
10,6.8139543533325195,5.381024360656738,0.0001
11,6.770046710968018,5.327945232391357,0.0001
12,6.710738658905029,5.278539657592773,0.0001
13,6.6568498611450195,5.233176231384277,0.0001
14,6.625453948974609,5.19210147857666,0.0001
15,6.565695285797119,5.1554155349731445,0.0001
16,6.547306537628174,5.123520851135254,0.0001
17,6.4957709312438965,5.096055030822754,0.0001
18,6.46596622467041,5.072820663452148,0.0001
19,6.451817035675049,5.053954124450684,0.0001
20,6.413309574127197,5.0388383865356445,0.0001
21,6.377633571624756,5.027163028717041,0.0001
22,6.35617733001709,5.018365859985352,0.0001
23,6.354803085327148,5.01161003112793,0.0001
24,6.323282718658447,5.006637096405029,0.0001
25,6.3249030113220215,5.003190517425537,0.0001
26,6.297253131866455,5.000803470611572,0.0001
27,6.3018717765808105,4.998419761657715,0.0001
28,6.25447416305542,4.995301723480225,0.0001
29,6.284193992614746,4.990830421447754,0.0001
30,6.245947360992432,4.986070156097412,0.0001
31,6.260976314544678,4.981368541717529,0.0001
32,6.24436616897583,4.978883743286133,0.0001
33,6.246307373046875,4.974701881408691,0.0001
34,6.2526726722717285,4.9715142250061035,0.0001
35,6.233136177062988,4.967344284057617,0.0001
36,6.22826623916626,4.965266704559326,0.0001
37,6.2083635330200195,4.959950923919678,0.0001
38,6.244052886962891,4.954044342041016,0.0001
39,6.204710483551025,4.946603775024414,0.0001
40,6.182243824005127,4.93924617767334,0.0001
41,6.217245101928711,4.93222713470459,0.0001
42,6.206783771514893,4.925069808959961,0.0001
43,6.188991069793701,4.918102741241455,0.0001
44,6.18880558013916,4.913966655731201,0.0001
45,6.1928839683532715,4.911312580108643,0.0001
46,6.2173943519592285,4.909721374511719,0.0001
47,6.197366237640381,4.910228252410889,0.0001
48,6.181691646575928,4.912736892700195,0.0001
49,6.192676067352295,4.914849281311035,0.0001
50,6.180001735687256,4.918941497802734,0.0001
51,6.164830684661865,4.921121597290039,0.0001
52,6.161175727844238,4.922453880310059,0.0001
53,6.163010597229004,4.919832706451416,5e-05
54,6.166802883148193,4.920185565948486,5e-05
55,6.157780647277832,4.919711112976074,5e-05
56,6.145071029663086,4.918885707855225,5e-05
57,6.171406269073486,4.917240142822266,5e-05
58,6.156422138214111,4.914812088012695,5e-05
59,6.158662796020508,4.912399768829346,5e-05
60,6.132429599761963,4.909628868103027,2.5e-05
61,6.17958927154541,4.9090166091918945,2.5e-05
62,6.1512227058410645,4.908334732055664,2.5e-05
63,6.178468227386475,4.906614303588867,2.5e-05
64,6.149599075317383,4.9040350914001465,2.5e-05
65,6.153848648071289,4.901726722717285,2.5e-05
66,6.1660308837890625,4.899507999420166,2.5e-05
67,6.149322032928467,4.8978190422058105,2.5e-05
68,6.147798538208008,4.896295547485352,2.5e-05
69,6.127194404602051,4.895681858062744,2.5e-05
70,6.147886276245117,4.894883155822754,2.5e-05
71,6.157718658447266,4.894050598144531,2.5e-05
72,6.1238579750061035,4.893931865692139,2.5e-05
73,6.136080265045166,4.8943610191345215,2.5e-05
74,6.139590740203857,4.89547872543335,2.5e-05
75,6.185118198394775,4.8970136642456055,2.5e-05
76,6.1499762535095215,4.897900581359863,2.5e-05
77,6.136923789978027,4.899194717407227,2.5e-05
78,6.144446849822998,4.9004716873168945,1.25e-05
79,6.141758918762207,4.901315689086914,1.25e-05
80,6.1190505027771,4.902667045593262,1.25e-05
81,6.141916275024414,4.903843402862549,1.25e-05
82,6.139869213104248,4.905194282531738,1.25e-05
83,6.132932186126709,4.906630516052246,1.25e-05
84,6.122961521148682,4.907894134521484,1.25e-05
85,6.1232829093933105,4.90909481048584,6.25e-06
86,6.151402473449707,4.909381866455078,6.25e-06
87,6.135824680328369,4.909580707550049,6.25e-06
88,6.126099109649658,4.909748077392578,6.25e-06
89,6.11143684387207,4.909657001495361,6.25e-06
90,6.117093086242676,4.909606456756592,6.25e-06
91,6.13988733291626,4.909550189971924,6.25e-06
92,6.144827365875244,4.9095778465271,3.125e-06
93,6.14027738571167,4.909597396850586,3.125e-06
94,6.1427154541015625,4.909539222717285,3.125e-06
95,6.124005317687988,4.909431457519531,3.125e-06
96,6.125735759735107,4.9093241691589355,3.125e-06
97,6.134581089019775,4.909175872802734,3.125e-06
