risk_quantile_bin,count,risk_min,risk_max,event_fraction_observed,duration_median_hours
1,259,-3.3085501194000244,-3.104703903198242,0.0,65.0
2,259,-3.1043620109558105,-2.957670211791992,0.007722007722007722,105.8
3,259,-2.9545326232910156,-2.616990566253662,0.0,148.0
4,259,-2.616443634033203,-1.0841548442840576,0.03861003861003861,100.0
5,259,-1.0775210857391357,2.758009433746338,0.37065637065637064,160.8
