epoch,train_efron_loss,validation_efron_loss,learning_rate
0,7.412652015686035,5.999156951904297,0.0001
1,7.3178911209106445,5.898818016052246,0.0001
2,7.222090721130371,5.7984089851379395,0.0001
3,7.134157657623291,5.702032089233398,0.0001
4,7.045806884765625,5.612556457519531,0.0001
5,6.9643354415893555,5.531737327575684,0.0001
6,6.88178825378418,5.460221767425537,0.0001
7,6.817108154296875,5.398421764373779,0.0001
8,6.783040523529053,5.346083641052246,0.0001
9,6.721401691436768,5.301604270935059,0.0001
10,6.6612935066223145,5.263676643371582,0.0001
11,6.623483180999756,5.2317681312561035,0.0001
12,6.57710075378418,5.206510543823242,0.0001
13,6.543083667755127,5.1860151290893555,0.0001
14,6.50985050201416,5.168102264404297,0.0001
15,6.477271556854248,5.154367923736572,0.0001
16,6.4349589347839355,5.147432327270508,0.0001
17,6.434265613555908,5.140659809112549,0.0001
18,6.427928447723389,5.136509418487549,0.0001
19,6.436743259429932,5.133785724639893,0.0001
20,6.418170928955078,5.130123615264893,0.0001
21,6.417814254760742,5.126922607421875,0.0001
22,6.398970127105713,5.125821113586426,0.0001
23,6.426178455352783,5.124666213989258,0.0001
24,6.410679340362549,5.1227946281433105,0.0001
25,6.400020599365234,5.120576858520508,0.0001
26,6.374124050140381,5.119176864624023,0.0001
27,6.402634143829346,5.117293357849121,0.0001
28,6.402887344360352,5.117747783660889,0.0001
29,6.4081501960754395,5.117728233337402,0.0001
30,6.394917964935303,5.1165289878845215,0.0001
31,6.386592864990234,5.111886024475098,0.0001
32,6.39380407333374,5.104837894439697,0.0001
33,6.381112575531006,5.097691535949707,0.0001
34,6.377950191497803,5.092946529388428,0.0001
35,6.393843650817871,5.088305950164795,0.0001
36,6.394051551818848,5.0840535163879395,0.0001
37,6.3607401847839355,5.079750061035156,0.0001
38,6.370089530944824,5.073220252990723,0.0001
39,6.383116722106934,5.066400527954102,0.0001
40,6.358584880828857,5.059043884277344,0.0001
41,6.357445240020752,5.052244186401367,0.0001
42,6.335354804992676,5.045401096343994,0.0001
43,6.31864070892334,5.038695812225342,0.0001
44,6.317094326019287,5.032824993133545,0.0001
45,6.317959308624268,5.026283264160156,0.0001
46,6.285437107086182,5.017777442932129,0.0001
47,6.287236213684082,5.008996486663818,0.0001
48,6.297643184661865,5.002514362335205,0.0001
49,6.25014066696167,4.9960126876831055,0.0001
50,6.264575958251953,4.986410617828369,0.0001
51,6.2463531494140625,4.9755682945251465,0.0001
52,6.238406181335449,4.966981887817383,0.0001
53,6.227392196655273,4.964160919189453,0.0001
54,6.235363006591797,4.965954303741455,0.0001
55,6.197540760040283,4.9690728187561035,0.0001
56,6.209270477294922,4.971485137939453,0.0001
57,6.190968036651611,4.974643707275391,0.0001
58,6.188377857208252,4.9780049324035645,0.0001
59,6.202298164367676,4.979794979095459,0.0001
60,6.176808834075928,4.97920036315918,5e-05
61,6.175600528717041,4.979034423828125,5e-05
62,6.184781551361084,4.981497764587402,5e-05
63,6.173032283782959,4.983312606811523,5e-05
64,6.16530179977417,4.985622882843018,5e-05
65,6.178433895111084,4.986949443817139,5e-05
66,6.201143741607666,4.989372730255127,5e-05
67,6.186733722686768,4.99057149887085,2.5e-05
68,6.16465425491333,4.988640785217285,2.5e-05
69,6.191855430603027,4.984325885772705,2.5e-05
70,6.179631233215332,4.979197025299072,2.5e-05
71,6.16781759262085,4.973525524139404,2.5e-05
72,6.163695335388184,4.968310356140137,2.5e-05
73,6.1894025802612305,4.964057445526123,2.5e-05
74,6.178515434265137,4.961702823638916,2.5e-05
75,6.153777122497559,4.960862636566162,2.5e-05
76,6.16957950592041,4.960538864135742,2.5e-05
77,6.148475646972656,4.961268901824951,2.5e-05
78,6.1680731773376465,4.962459564208984,2.5e-05
79,6.14693021774292,4.964327812194824,2.5e-05
80,6.166754722595215,4.966091156005859,2.5e-05
81,6.143040657043457,4.9666056632995605,2.5e-05
82,6.158082962036133,4.966648578643799,1.25e-05
83,6.163985252380371,4.966676235198975,1.25e-05
84,6.15512752532959,4.966405868530273,1.25e-05
85,6.177590847015381,4.966381549835205,1.25e-05
86,6.142375469207764,4.966310977935791,1.25e-05
87,6.153829097747803,4.966002941131592,1.25e-05
88,6.15410852432251,4.965785503387451,1.25e-05
89,6.165832042694092,4.965901851654053,6.25e-06
90,6.137461185455322,4.965939521789551,6.25e-06
91,6.149979114532471,4.965878963470459,6.25e-06
92,6.167975902557373,4.965756416320801,6.25e-06
93,6.145820617675781,4.965700149536133,6.25e-06
94,6.155196666717529,4.965543746948242,6.25e-06
95,6.1443772315979,4.965278148651123,6.25e-06
96,6.166571617126465,4.96488618850708,3.125e-06
97,6.171475887298584,4.9647040367126465,3.125e-06
98,6.172083377838135,4.9645562171936035,3.125e-06
99,6.167186260223389,4.964473724365234,3.125e-06
100,6.145593166351318,4.9644341468811035,3.125e-06
101,6.136635780334473,4.964348316192627,3.125e-06
