risk_quantile_bin,count,risk_min,risk_max,event_fraction_observed,duration_median_hours
1,259,-0.3453196883201599,0.1197006106376648,0.011583011583011582,73.6
2,259,0.11972188949584961,0.14821724593639374,0.011583011583011582,132.2
3,259,0.14823636412620544,0.1794251799583435,0.019305019305019305,117.4
4,259,0.1795038878917694,0.22519391775131226,0.03861003861003861,147.4
5,259,0.225195974111557,0.6812242269515991,0.3359073359073359,78.8
