risk_quantile_bin,count,risk_min,risk_max,event_fraction_observed,duration_median_hours
1,259,-2.8999500274658203,-2.768059253692627,0.0,104.8
2,259,-2.7675936222076416,-2.6692419052124023,0.003861003861003861,123.2
3,259,-2.668229103088379,-2.358597755432129,0.007722007722007722,75.8
4,259,-2.355876922607422,-0.8403131365776062,0.04247104247104247,93.8
5,259,-0.8321380019187927,2.383511543273926,0.36293436293436293,97.4
