risk_quantile_bin,count,risk_min,risk_max,event_fraction_observed,duration_median_hours
1,141,-3.0325605869293213,-2.8886005878448486,0.0,74.8
2,141,-2.8884942531585693,-2.790889263153076,0.0,130.8
3,140,-2.7903754711151123,-2.545077323913574,0.0,106.30000000000001
4,141,-2.5432136058807373,-1.5374089479446411,0.02127659574468085,111.6
5,141,-1.4995570182800293,2.7881219387054443,0.24822695035460993,200.2
