epoch,train_masked_bce,validation_masked_bce,learning_rate
0,0.6912992000579834,0.620868444442749,0.0001
1,0.6179282069206238,0.5623740553855896,0.0001
2,0.5562219619750977,0.5129551887512207,0.0001
3,0.5041276812553406,0.47124969959259033,0.0001
4,0.4614783227443695,0.4359395503997803,0.0001
5,0.422422856092453,0.4059376120567322,0.0001
6,0.3903851807117462,0.38029956817626953,0.0001
7,0.36291277408599854,0.35828539729118347,0.0001
8,0.33847424387931824,0.3392953872680664,0.0001
9,0.3184560537338257,0.3228502571582794,0.0001
10,0.30008333921432495,0.30861160159111023,0.0001
11,0.2856173515319824,0.29630768299102783,0.0001
12,0.27248382568359375,0.28574663400650024,0.0001
13,0.25986671447753906,0.27675002813339233,0.0001
14,0.251895934343338,0.2691720128059387,0.0001
15,0.24274471402168274,0.26282066106796265,0.0001
16,0.2323182225227356,0.25753214955329895,0.0001
17,0.22922563552856445,0.25314390659332275,0.0001
18,0.22313572466373444,0.24949906766414642,0.0001
19,0.21832960844039917,0.24644167721271515,0.0001
20,0.21519389748573303,0.2438722401857376,0.0001
21,0.21248838305473328,0.2416943609714508,0.0001
22,0.21130193769931793,0.23981328308582306,0.0001
23,0.20669516921043396,0.2381475418806076,0.0001
24,0.20298904180526733,0.23661942780017853,0.0001
25,0.20335514843463898,0.23516343533992767,0.0001
26,0.2020537555217743,0.23375621438026428,0.0001
27,0.1995396614074707,0.23238733410835266,0.0001
28,0.19859068095684052,0.23108424246311188,0.0001
29,0.1983087658882141,0.22984959185123444,0.0001
30,0.1959172785282135,0.22871047258377075,0.0001
31,0.1964312046766281,0.22769340872764587,0.0001
32,0.1957726627588272,0.22677740454673767,0.0001
33,0.19141307473182678,0.22595448791980743,0.0001
34,0.1920185685157776,0.22520892322063446,0.0001
35,0.19244390726089478,0.22453267872333527,0.0001
36,0.19241446256637573,0.22390273213386536,0.0001
37,0.19175225496292114,0.2233298420906067,0.0001
38,0.18973051011562347,0.22280649840831757,0.0001
39,0.1890704482793808,0.22233520448207855,0.0001
40,0.19036361575126648,0.22187453508377075,0.0001
41,0.18878166377544403,0.22140620648860931,0.0001
42,0.1875748336315155,0.2209538072347641,0.0001
43,0.1856042891740799,0.22050733864307404,0.0001
44,0.18814118206501007,0.22011373937129974,0.0001
45,0.1869063377380371,0.21975430846214294,0.0001
46,0.18687328696250916,0.21944798529148102,0.0001
47,0.18587075173854828,0.2191406488418579,0.0001
48,0.1869695633649826,0.2188357263803482,0.0001
49,0.18544553220272064,0.218552365899086,0.0001
50,0.1840837597846985,0.2182437777519226,0.0001
51,0.1845044195652008,0.21791104972362518,0.0001
52,0.18539775907993317,0.21758221089839935,0.0001
53,0.18234093487262726,0.2172580361366272,0.0001
54,0.18318937718868256,0.21693380177021027,0.0001
55,0.1835581660270691,0.21659231185913086,0.0001
56,0.18242603540420532,0.21625986695289612,0.0001
57,0.18209828436374664,0.21592232584953308,0.0001
58,0.18310728669166565,0.2156008929014206,0.0001
59,0.18228565156459808,0.21530160307884216,0.0001
60,0.1812095195055008,0.21500737965106964,0.0001
61,0.18119977414608002,0.21473057568073273,0.0001
62,0.18153324723243713,0.2144683599472046,0.0001
63,0.18001265823841095,0.21422863006591797,0.0001
64,0.17857897281646729,0.21401628851890564,0.0001
65,0.17899572849273682,0.2138136327266693,0.0001
66,0.179190531373024,0.21362145245075226,0.0001
67,0.1798199564218521,0.21341368556022644,0.0001
68,0.17928607761859894,0.2132188379764557,0.0001
69,0.1790081411600113,0.21303820610046387,0.0001
70,0.1793268471956253,0.21287620067596436,0.0001
71,0.17820721864700317,0.21271809935569763,0.0001
72,0.17822960019111633,0.21256935596466064,0.0001
73,0.17688865959644318,0.212440624833107,0.0001
74,0.17765244841575623,0.2123417854309082,0.0001
75,0.1779003143310547,0.21226131916046143,0.0001
76,0.17814332246780396,0.21217383444309235,0.0001
77,0.1769999861717224,0.21205128729343414,0.0001
78,0.1775929033756256,0.21191640198230743,0.0001
79,0.1758071929216385,0.21179434657096863,0.0001
80,0.17437908053398132,0.21167556941509247,0.0001
81,0.17655692994594574,0.2115536481142044,0.0001
82,0.17555195093154907,0.21144206821918488,0.0001
83,0.1748308390378952,0.21131357550621033,0.0001
84,0.1758769154548645,0.21118418872356415,0.0001
85,0.17451559007167816,0.2110649049282074,0.0001
86,0.17457517981529236,0.21093977987766266,0.0001
87,0.17217479646205902,0.2108215093612671,0.0001
88,0.17301665246486664,0.21070124208927155,0.0001
89,0.17503607273101807,0.2105914205312729,0.0001
90,0.17315508425235748,0.21049122512340546,0.0001
91,0.17361269891262054,0.21039164066314697,0.0001
92,0.1738150417804718,0.21031026542186737,0.0001
93,0.17256994545459747,0.2102339118719101,0.0001
94,0.17413230240345,0.21013545989990234,0.0001
95,0.17156757414340973,0.21004077792167664,0.0001
96,0.17238453030586243,0.21000811457633972,0.0001
97,0.17089025676250458,0.21002192795276642,0.0001
98,0.17038211226463318,0.20993593335151672,0.0001
99,0.17086204886436462,0.2097434401512146,0.0001
