risk_quantile_bin,count,risk_min,risk_max,event_fraction_observed,duration_median_hours
1,259,-3.4610955715179443,-3.2033791542053223,0.0,90.4
2,259,-3.2029120922088623,-3.131291627883911,0.0,137.0
3,259,-3.1312272548675537,-2.881345272064209,0.019305019305019305,110.4
4,259,-2.878852128982544,-1.6453983783721924,0.02702702702702703,90.4
5,259,-1.643210768699646,2.0208911895751953,0.37065637065637064,100.8
