horizon_hours,threshold_source,target_validation_alert_fraction,achieved_validation_alert_fraction,threshold,tp_ipcw,tn_ipcw,fp_ipcw,fn_ipcw,tss,hss2,far,precision,recall,f1,alert_fraction,known_count,auc,average_precision
12.0,primary_tss,,0.18997361477572558,0.04048675573731009,26.841039795711808,590.4350885521912,66.57401183305669,0.0,0.8986710963455149,0.41044788557948775,0.7126690043230065,0.28733099567699355,1.0,0.4463980074151625,0.13853503184713375,628,0.9962609110719093,0.9178807474833178
12.0,validation_alert_load,0.01,0.010554089709762533,0.5624801485649469,14.419265214487135,657.0091003852481,0.0,12.421774581224675,0.5372096358499046,0.6904492622963635,0.0,1.0,0.5372096358499044,0.698941280774483,0.022292993630573247,628,0.9962609110719093,0.9178807474833178
12.0,validation_alert_load,0.025,0.025065963060686015,0.4946866485926966,17.48526770986803,653.7349686557534,3.2741317294945915,9.355772085843778,0.6464544036818585,0.7252626610039453,0.15771803702983797,0.842281962970162,0.6514377923861773,0.7346683346141896,0.03184713375796178,628,0.9962609110719093,0.9178807474833178
12.0,validation_alert_load,0.05,0.05013192612137203,0.3880981578331001,20.603281198492493,652.6435914125885,4.365508972659455,6.2377585972193135,0.7609591720206805,0.7872956236069639,0.1748386262504304,0.8251613737495697,0.7676036902931057,0.7953425522403693,0.03821656050955414,628,0.9962609110719093,0.9178807474833178
12.0,validation_alert_load,0.1,0.10026385224274406,0.11727789058639443,25.825210182059077,646.0953279535994,10.913772431648638,1.015829613652734,0.9455425693933059,0.8034533085995431,0.2970624566935229,0.7029375433064771,0.9621538650743693,0.8123687033565126,0.05573248407643312,628,0.9962609110719093,0.9178807474833178
12.0,validation_alert_load,0.2,0.20052770448548812,0.03836998813001085,26.841039795711808,584.9782023363671,72.030898048881,0.0,0.8903654485049834,0.3893179349056031,0.7285272203534573,0.2714727796465427,1.0,0.4270209854150548,0.1464968152866242,628,0.9962609110719093,0.9178807474833178
24.0,primary_tss,,0.18997361477572558,0.06382905913279402,26.841039795711808,589.106449422753,70.41112941307806,1.169247255604473,0.8514949399445111,0.3899654604990629,0.724005746976327,0.275994253023673,0.95825650578081,0.42855681737513873,0.1460101867572156,589,0.9870259438146549,0.8818013782770089
24.0,validation_alert_load,0.01,0.010554089709762533,0.7326525408995391,14.419265214487135,659.517578835831,0.0,13.59102183682915,0.5147846285213107,0.6705578492707523,0.0,1.0,0.5147846285213108,0.6796802909517623,0.023769100169779286,589,0.9870259438146549,0.8818013782770089
24.0,validation_alert_load,0.025,0.025065963060686015,0.6635448472512094,17.48526770986803,655.9970223651771,3.5205564706539025,10.525019341448253,0.6189064243737279,0.7030818151893222,0.16759906397381008,0.8324009360261898,0.6242445026655429,0.713449813558875,0.03395585738539898,589,0.9870259438146549,0.8818013782770089
24.0,validation_alert_load,0.05,0.05013192612137203,0.5433614225444859,20.603281198492493,654.8235035416259,4.694075294205203,7.4070058528237865,0.7284437923623068,0.7638646889949934,0.18555596097798555,0.8144440390220145,0.7355612300847266,0.7729953841040149,0.04074702886247878,589,0.9870259438146549,0.8818013782770089
24.0,validation_alert_load,0.1,0.10026385224274406,0.1804748336074427,25.825210182059077,647.7823906003181,11.735188235513009,2.185076869257207,0.9041966064636164,0.7773121733231589,0.31243513727007943,0.6875648627299206,0.9219902007696661,0.7877059694400323,0.059422750424448216,589,0.9870259438146549,0.8818013782770089
24.0,validation_alert_load,0.2,0.20052770448548812,0.060530924538147485,26.841039795711808,583.2388553049965,76.27872353083455,1.169247255604473,0.8425981427914861,0.3689448194137944,0.7397100329767529,0.2602899670232472,0.95825650578081,0.4093804542645567,0.15449915110356535,589,0.9870259438146549,0.8818013782770089
48.0,primary_tss,,0.24406332453825857,0.04648119643424531,31.68516142832763,537.4689465118472,109.09023171775117,1.169247255604473,0.7956869726436011,0.31094220110187226,0.774924006815248,0.2250759931847521,0.9644112524789921,0.3649737671111139,0.21663442940038685,517,0.9892234746586874,0.909793775108605
48.0,validation_alert_load,0.01,0.010554089709762533,0.8361676580670905,14.419265214487135,646.5591782295984,0.0,18.43514346944497,0.4388837234358465,0.5981801760822041,0.0,1.0,0.4388837234358466,0.6100336202120011,0.027079303675048357,517,0.9892234746586874,0.909793775108605
48.0,validation_alert_load,0.025,0.025065963060686015,0.7754424558330983,17.48526770986803,643.8984408706289,2.660737358969541,15.36914097406407,0.5280893821241075,0.6468331532930746,0.13207270373843236,0.8679272962615676,0.532204608461556,0.659816272055208,0.0367504835589942,517,0.9892234746586874,0.909793775108605
48.0,validation_alert_load,0.05,0.05013192612137203,0.6586458114756201,21.913897406282047,643.8984408706289,2.660737358969541,10.940511277650053,0.6628849810654422,0.7529396450197577,0.10827169495645202,0.8917283050435479,0.6670002074028908,0.7631642837886597,0.04448742746615087,517,0.9892234746586874,0.909793775108605
48.0,validation_alert_load,0.1,0.10026385224274406,0.23879167392327494,30.669331814674898,639.9073348321746,6.6518433974238524,2.185076869257207,0.9232040602732048,0.8672459427025061,0.1782324205928934,0.8217675794071065,0.9334921261168261,0.8740741469315956,0.06576402321083172,517,0.9892234746586874,0.909793775108605
48.0,validation_alert_load,0.2,0.20052770448548812,0.0820571429834337,31.68516142832763,572.0585321784513,74.50064605114714,1.169247255604473,0.8491849150304325,0.4123665128070561,0.7016064370518421,0.2983935629481579,0.9644112524789921,0.45576973774392987,0.16634429400386846,517,0.9892234746586874,0.909793775108605
72.0,primary_tss,,0.26649076517150394,0.043084966568227134,31.68516142832763,521.8992518836561,133.85888592981382,1.169247255604473,0.7602828121120195,0.260532722561627,0.808599814164388,0.191400185835612,0.9644112524789921,0.31940935489546635,0.25481798715203424,467,0.9895466447921146,0.9210486445781595
72.0,validation_alert_load,0.01,0.010554089709762533,0.8948785136489432,14.419265214487135,655.7581378134701,0.0,18.43514346944497,0.4388837234358465,0.5983432694191437,0.0,1.0,0.4388837234358466,0.6100336202120011,0.029978586723768737,467,0.9895466447921146,0.9210486445781595
72.0,validation_alert_load,0.025,0.025065963060686015,0.8443245549582964,17.48526770986803,652.7500729611147,3.0080648523553664,15.36914097406407,0.5276174524982533,0.6424127262152335,0.1467826105501413,0.8532173894498586,0.532204608461556,0.6555204513416246,0.04068522483940043,467,0.9895466447921146,0.9210486445781595
72.0,validation_alert_load,0.05,0.05013192612137203,0.7377568567600566,21.913897406282047,652.7500729611147,3.0080648523553664,10.940511277650053,0.6624130514395881,0.7482127681667249,0.12069935830646064,0.8793006416935393,0.6670002074028908,0.7585764577724952,0.04925053533190578,467,0.9895466447921146,0.9210486445781595
72.0,validation_alert_load,0.1,0.10026385224274406,0.2880200849191406,30.669331814674898,651.246040534937,4.51209727853305,2.185076869257207,0.9266113921718722,0.8964548055240797,0.128252245426953,0.8717477545730471,0.9334921261168261,0.9015640232177681,0.06852248394004283,467,0.9895466447921146,0.9210486445781595
72.0,validation_alert_load,0.2,0.20052770448548812,0.1011364773600184,31.68516142832763,576.0444192260527,79.71371858741723,1.169247255604473,0.8428516194514692,0.39469450640677217,0.7155701976191383,0.28442980238086163,0.9644112524789921,0.4392989818664506,0.1777301927194861,467,0.9895466447921146,0.9210486445781595
144.0,primary_tss,,0.26649076517150394,0.060457378436681974,35.14731788723395,439.499963816635,164.2791126887422,1.169247255604473,0.6957192184601988,0.2236612501286463,0.8237579753810829,0.1762420246189171,0.9678040241139091,0.2981833481844471,0.3449367088607595,316,0.9851830988042533,0.94022457323948
144.0,validation_alert_load,0.01,0.010554089709762533,0.9588150167681293,14.419265214487135,603.779076505377,0.0,21.897299928351288,0.39704375008412907,0.5540232357847642,0.0,1.0,0.3970437500841292,0.5684056065677534,0.04430379746835443,316,0.9851830988042533,0.94022457323948
144.0,validation_alert_load,0.025,0.025065963060686015,0.9281811357299995,19.32277028089805,603.779076505377,0.0,16.993794861940373,0.5320649187195632,0.6820424199482933,0.0,1.0,0.5320649187195632,0.6945722889657198,0.056962025316455694,316,0.9851830988042533,0.94022457323948
144.0,validation_alert_load,0.05,0.05013192612137203,0.8497167415692192,23.751399977312072,603.779076505377,0.0,12.565165165526352,0.6540100883410724,0.7809910508140752,0.0,1.0,0.6540100883410724,0.7908175324335862,0.06962025316455696,316,0.9851830988042533,0.94022457323948
144.0,validation_alert_load,0.1,0.10026385224274406,0.3817111025424612,32.50683438570492,601.6455815353934,2.1334949699836643,3.8097307571335075,0.8915630421832317,0.9113297811282506,0.0615899158485716,0.9384100841514283,0.8950966110878252,0.9162417441022513,0.0981012658227848,316,0.9851830988042533,0.94022457323948
144.0,validation_alert_load,0.2,0.20052770448548812,0.14013585874272547,35.14731788723395,499.23782297617754,104.54125352919954,1.169247255604473,0.7946591477888207,0.33994612346375375,0.7483880210754371,0.25161197892456283,0.9678040241139091,0.39938968344139947,0.2563291139240506,316,0.9851830988042533,0.94022457323948
