risk_quantile_bin,count,risk_min,risk_max,event_fraction_observed,duration_median_hours
1,141,-2.7553796768188477,-2.654813051223755,0.0,66.8
2,141,-2.654792308807373,-2.5904929637908936,0.0,128.6
3,140,-2.5887839794158936,-2.393144130706787,0.0,147.9
4,141,-2.390394926071167,-1.3229548931121826,0.02127659574468085,111.0
5,141,-1.3185195922851562,2.8982715606689453,0.24822695035460993,180.8
